PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
01EfV,rn2k2r/ppq2p2/2p1pp2/8/2BN2p1/3P4/PPPB1P2/R2Q1RbK w kq - 4 16,h1g1 c7h2,672,100,98,1050,mate mateIn1 middlegame oneMove,https://lichess.org/YkITVZm0#31,Scandinavian_Defense Scandinavian_Defense_Main_Line
01Egl,2k5/r5p1/2K2p1p/8/7P/p7/8/4R3 b - - 7 61,a3a2 e1e8,686,94,73,178,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/HRglcTgk/black#122,
01GkW,5b1k/pQ6/5BBp/5P2/3q2p1/7P/6PK/8 b - - 0 36,d4f6 b7h7,630,100,95,288,endgame mate mateIn1 oneMove,https://lichess.org/i07nEgsG/black#72,
01HU7,2R3k1/8/1p2pBq1/3bP2p/8/5P2/5KP1/8 b - - 1 45,g8h7 c8h8,730,83,100,54,endgame mate mateIn1 oneMove,https://lichess.org/I0FSgmDV/black#90,
01HgC,rn1q1rkn/pbppbppp/1p2p2B/4P2P/3P2Q1/3B1N2/PPP2PP1/RN2K2R b KQ - 2 9,f7f5 g4g7,730,84,100,101,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/0KY2Dkpf/black#18,Owen_Defense Owen_Defense_Other_variations
01I0q,2k2n1r/prp3pp/8/Q1RP4/2N1Pq2/P7/1P3PPP/5RK1 w - - 3 28,f1c1 f4c1 a5e1 c1e1,769,112,97,658,hangingPiece kingsideAttack mate mateIn2 middlegame short,https://lichess.org/sFXEAJ3W#55,
01Ivs,r1k4r/pp3Qp1/2nb3p/1B2q3/4N3/8/PP3PPP/R4RK1 w - - 1 18,b5c6 e5h2,772,85,98,286,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Nx6lrEN2#35,Caro-Kann_Defense Caro-Kann_Defense_Accelerated_Panov_Attack
01J5O,r4r1k/1pp1NppR/3p4/p3n3/4P3/1PPP2P1/1P1K2P1/3R4 b - - 0 22,h8h7 d1h1,619,91,90,2844,anastasiaMate endgame mate mateIn1 oneMove,https://lichess.org/2DUSUcNf/black#44,
01Jrn,5rk1/3q1r1p/1p1bQ1p1/8/1P4R1/7P/3N2P1/5R1K w - - 5 34,e6d7 f7f1 d2f1 f8f1,691,105,88,833,mate mateIn2 middlegame pillsburysMate short,https://lichess.org/eRVQUz9d#67,
01KQc,r1bqr1k1/1pp2ppp/1p1p4/3Ppn2/1P6/2PB1N2/P1Q2PPP/R4RK1 b - - 2 15,d8e7 d3f5 c8f5 c2f5,707,81,80,94,advantage middlegame short,https://lichess.org/elRWrVit/black#30,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
01L9G,4k3/1b2bNp1/2p1BpP1/r7/p2P1P1p/P6P/1P3n1B/2K4R w - - 1 31,h1e1 f2d3 c1b1 d3e1,762,94,71,74,advantage fork middlegame short,https://lichess.org/w3EHrdLG#61,
01LBw,r6r/ppp1kBp1/2np4/4p3/4P1p1/P2P3q/1PPN1P2/R2Q1RK1 w - - 0 17,d1g4 h3g4,727,94,85,337,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/b4KcZaUU#33,Philidor_Defense Philidor_Defense_Other_variations
01MPw,3r4/p1k3q1/1p2p2p/2p1n1p1/2P1N3/P2R2Q1/1P3PPP/6K1 w - - 1 29,d3e3 d8d1 e3e1 d1e1,664,102,65,169,backRankMate endgame mate mateIn2 short,https://lichess.org/XVfpxq4Y#57,
01Nco,8/3R2p1/2p2pkp/1bB5/pP1K2P1/P4P2/4r2P/8 w - - 7 39,h2h4 e2d2 d4c3 d2d7,776,89,80,291,crushing endgame short skewer,https://lichess.org/6NJSBbsI#77,
01P8L,3r3r/4bk2/1RQ1p3/3pP2p/P2n4/5p1P/6P1/R5K1 w - - 0 31,c6c3 d4e2 g1h2 e2c3,715,92,93,1571,crushing fork middlegame short,https://lichess.org/rkvIhbCW#61,
01Pbw,6k1/ppp2pp1/7p/8/2R5/2Pr4/Pr4PP/1R5K w - - 0 26,b1b2 d3d1,717,91,75,54,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/ishxOTLS#51,
01QIH,4rr1k/1pq1R1bp/p4npN/2p2pB1/3p4/3P3Q/PPP2PPP/4R1K1 w - - 8 24,e7c7 e8e1,712,147,100,26,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/kDZlpM2U#47,
01QcQ,4r1k1/2p1qpp1/3b3p/pP1p4/P2P4/7P/2QB1PP1/R3r1K1 w - - 0 33,a1e1 e7e1 d2e1 e8e1,641,83,53,41,endgame kingsideAttack mate mateIn2 pillsburysMate short,https://lichess.org/h6N2W0kY#65,
01S1N,6k1/5ppp/1P2p3/3p4/3n4/6P1/1r4bP/R5K1 b - - 0 33,g2e4 a1a8,663,92,73,138,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/GfQ7pZ29/black#66,
01TXv,Q1bk3r/2p2pNp/8/3PP3/2p3q1/B1P5/6BP/7K w - - 3 33,a8c6 g4d1 g2f1 d1f1,781,88,80,370,mate mateIn2 middlegame short,https://lichess.org/WeILnMLY#65,
01U73,8/8/p4k2/2np3p/P4K1P/2P5/8/4B3 w - - 1 47,e1f2 c5d3 f4e3 d3f2,747,87,77,390,crushing endgame fork short,https://lichess.org/vzk0I9K0#93,
01Uff,8/5p2/2rk4/3b4/7P/3Q2P1/5P2/6K1 w - - 3 48,d3h7 c6c1 g1h2 c1h1,617,97,77,400,endgame mate mateIn2 operaMate short,https://lichess.org/FkmFi9a3#95,
01Uoq,r4rk1/pb3ppp/2q2n2/4p1B1/8/2PB4/P1Q2PPP/R2R2K1 w - - 4 16,g5f6 c6g2,654,83,96,400,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/ahy33Lxe#31,English_Opening English_Opening_Symmetrical_Variation
01VEo,r3k2r/pp3pp1/2pqpn2/2N3p1/2P5/8/PPP1QPPP/R4RK1 w kq - 1 15,c5b7 d6h2,782,76,100,324,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/TfS8CNW4#29,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack
01Vbe,2r5/3Qnk1p/8/4B2b/Pp2p3/1P2P3/5PPP/3R2K1 w - - 3 32,d1d6 c8c1 d6d1 c1d1 d7d1 h5d1,710,90,90,1679,advantage endgame fork long,https://lichess.org/b334W1Ga#63,
01VwE,8/8/5p2/4p1p1/6Pp/r1k2P1P/P3RK2/8 b - - 19 60,c3d3 e2e3 d3c4 e3a3,720,83,80,57,endgame master,https://lichess.org/LlEVixNK/black#120,
01X4O,r3r1k1/1pp2pp1/p1bb3p/6q1/2P5/1P2P2P/PBQN1PP1/R4RK1 w - - 1 16,f2f4 g5g2,666,84,100,241,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/JvUwQLQ3#31,Englund_Gambit Englund_Gambit_Other_variations
01YDB,8/6p1/4k1N1/5R1P/4n1PK/8/5P2/r7 w - - 11 60,f2f3 a1h1,680,80,100,445,anastasiaMate endgame mate mateIn1 oneMove,https://lichess.org/tqDuguWq#119,
01YE9,6k1/7p/6p1/1p6/p2pqb2/P2Nr3/1PP3PP/3QR1K1 w - - 8 35,d3f4 e3e1 d1e1 e4e1,798,78,90,351,endgame fork mate mateIn2 short,https://lichess.org/UgI4L3jf#69,
01Yjm,8/3b1Npk/p7/3p3p/8/6P1/1P4KP/8 b - - 1 38,d7e6 f7g5 h7h6 g5e6,603,86,86,222,crushing endgame fork master short,https://lichess.org/N1QKKfKX/black#76,
01Z5o,8/2R5/2p2bk1/2Np4/4p3/P7/1Pn1K3/8 w - - 1 49,c7c6 c2d4 e2e3 d4c6,762,90,88,382,advantage endgame fork short,https://lichess.org/ArKzEaN8#97,
01ZZ4,r2q1rk1/p4ppp/2p5/5Q2/1p1p3b/1P4PR/1P3P2/R5K1 b - - 0 21,h4f6 f5h7,697,98,100,39,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/z0FrdIvb/black#42,
01bbw,4R3/8/2n3pp/pp6/1k6/1P1P3P/P3KP2/8 w - - 6 50,e8e6 c6d4 e2e3 d4e6,656,98,82,157,crushing endgame fork short,https://lichess.org/sDSfDAKO#99,
01cFH,8/8/p7/5p1P/4p3/4k3/6P1/3K4 b - - 0 42,e3f4 h5h6 f4e5 h6h7,644,99,90,440,advancedPawn crushing endgame pawnEndgame short,https://lichess.org/Z0vlgtwT/black#84,
01cZp,3k4/6Q1/6n1/7p/p1q1P1pP/P1B5/1P5P/7K w - - 6 39,g7g6 c4f1,615,81,100,115,endgame mate mateIn1 oneMove,https://lichess.org/60Sde0tT#77,
01czg,4kr2/p3n3/2p4Q/2PpP1N1/2pB1p2/q1P5/1r3PPP/1R4K1 w - - 0 29,b1b2 a3a1 b2b1 a1b1,757,79,100,420,backRankMate fork mate mateIn2 middlegame short,https://lichess.org/AXepbRZI#57,
01e0H,6k1/5ppp/1r2p3/3p4/rN2n3/P1p1P3/1P3PPP/2RR2K1 b - - 1 23,c3b2 c1c8,614,87,100,74,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/dGF4iXPN/black#46,
01eue,r7/5pp1/1Pk1p2p/2P5/3Pn3/P2RP3/6PP/5K2 w - - 3 33,d3b3 e4d2 f1e2 d2b3,684,96,84,333,advantage endgame fork short,https://lichess.org/fCKvDgov#65,
01i3C,6k1/2p2pp1/4p1np/1R6/3Pb3/2P2NB1/5PPP/r5K1 w - - 1 24,f3e1 a1e1,677,92,74,354,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/30wb4u3H#47,
01iOm,r2q1rk1/ppp2ppp/3p4/2b1n3/4PQ2/1BPP3P/PP3PP1/R3KN1R w KQ - 1 13,d3d4 e5d3 e1d2 d3f4,797,100,96,250,crushing fork middlegame short,https://lichess.org/Eu3VAhgZ#25,Italian_Game Italian_Game_Classical_Variation
01jQZ,7r/1p1R1R1p/4p1pk/1p2q1P1/7P/3P3K/5P2/8 b - - 0 40,h6h5 f7h7 h8h7 d7h7,714,90,89,77,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/AeTuuIIT/black#80,
01k4A,rnbq1rk1/1pp1bppn/p2pp3/6PQ/2PPP3/2N5/PP1N1PP1/R3KB1R b KQ - 2 10,e7g5 h5h7,711,107,95,687,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/eO5X1eK9/black#20,Indian_Defense Indian_Defense_Anti-Nimzo-Indian
01m2j,1r6/1r3pkp/qR2p1p1/2pP4/4P3/5P2/6PP/1R5K w - - 0 27,b6a6 b7b1,723,126,69,29,backRankMate endgame hangingPiece mate mateIn1 oneMove rookEndgame,https://lichess.org/eevDBNLx#53,
01nEK,3Q3k/1pb2rpp/p5q1/3Q3n/8/1PN1P2P/1PP3P1/R6K b - - 0 30,c7d8 d5d8 f7f8 d8f8,680,103,62,157,mate mateIn2 middlegame short,https://lichess.org/fe38YKSa/black#60,
01o70,8/8/q7/P7/1K6/1N6/4k3/8 b - - 0 58,e2d3 b3c5 d3d4 c5a6,650,83,100,441,crushing endgame fork short,https://lichess.org/GIHV3uX4/black#116,
01pT8,r5nr/pbppk3/1pn1p2p/4P3/3P1N2/4B3/PPPN3P/2K2R2 b - - 3 17,h8h7 f4g6 e7e8 f1f8,724,96,92,108,mate mateIn2 middlegame short,https://lichess.org/QnEiOr4u/black#34,Modern_Defense Modern_Defense_Other_variations
01qVt,6R1/r7/3p4/6p1/4Pp2/5P2/5kPK/8 w - - 0 48,g8g5 a7h7 g5h5 h7h5,722,79,100,185,endgame master mate mateIn2 rookEndgame short,https://lichess.org/cQw7CAHw#95,
01qax,r4nk1/pp5p/2pBp2K/2Pp2P1/3Q4/7P/PPB1q3/8 b - - 1 31,e2c2 d4g7,780,95,100,192,endgame master mate mateIn1 oneMove,https://lichess.org/yjaYnOsD/black#62,
01qhs,2r2k2/R4B1p/1p2p3/8/4P3/1P2P1P1/P2r3P/6K1 w - - 1 24,f7e6 c8c1,726,91,85,482,endgame mate mateIn1 oneMove,https://lichess.org/ht0tUadV#47,
01rp4,8/ppQ3p1/2b1p1k1/3q1n2/3P4/4B3/5PPP/R5K1 w - - 3 28,c7f4 d5g2,721,97,88,362,endgame mate mateIn1 oneMove,https://lichess.org/dN3MD73I#55,
01sub,3r2kr/p5pp/1p2Q3/2pNP3/3n4/4B3/PP4PP/5RK1 b - - 0 26,d4e6 d5e7,706,100,93,421,cornerMate endgame master mate mateIn1 oneMove,https://lichess.org/Ftx7Gnzi/black#52,
01tAr,5k2/prr2pp1/4pq2/8/3R4/2pQP1P1/P4P1P/2R3K1 b - - 1 26,b7b2 d4d8 f6d8 d3d8,740,81,100,164,endgame mate mateIn2 short,https://lichess.org/7rE15GwH/black#52,
01tHG,4k2r/4bppp/4p2n/1Q2P3/3pqPP1/7P/1P1P4/2B2RK1 b k - 0 19,e8f8 b5b8 e7d8 b8d8,705,78,90,128,mate mateIn2 middlegame short,https://lichess.org/4hf2Mtod/black#38,
01tqF,2r2rk1/p4ppp/1p2p3/3pP2Q/3N4/7R/P4PPP/R1q3K1 w - - 1 23,a1c1 c8c1 h5d1 c1d1,600,108,53,181,backRankMate endgame mate mateIn2 short,https://lichess.org/owD26G0W#45,
01uFt,2k1q3/pp1r4/6p1/3p4/6Q1/1B6/PPP5/1K1R4 w - - 0 33,d1d5 e8e1 d5d1 e1d1 g4d1 d7d1,642,91,54,35,backRankMate endgame long mate mateIn3,https://lichess.org/HCzogcJU#65,
01uXH,R7/8/5p2/8/8/1P3k1K/Pr6/8 w - - 2 46,h3h4 b2h2,650,99,96,265,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/FvWUxpdc#91,
01v9U,6rk/p1RR2p1/4qp1Q/4p3/6Pn/P4P2/1P6/K7 b - - 0 44,g7h6 d7h7,689,89,100,234,endgame mate mateIn1 oneMove,https://lichess.org/WoHF4XGf/black#88,
01vj4,8/8/p7/5k2/2npb2P/P2p2P1/5R2/4K3 b - - 1 44,f5g4 f2f4 g4g3 f4e4,690,101,83,361,crushing endgame fork master short,https://lichess.org/SY8cjodN/black#88,
01vqY,2r3k1/pR5p/3bpq1p/3p4/8/P2Q1NP1/5P1P/6K1 b - - 2 30,c8f8 d3h7,679,94,89,503,endgame master mate mateIn1 oneMove,https://lichess.org/KTXmT2Mb/black#60,
01xBJ,1kr5/6RP/1pp5/7r/p1P5/8/PP3PP1/6K1 b - - 3 45,c8h8 g7g8 b8c7 g8h8,792,117,93,383,crushing endgame rookEndgame short,https://lichess.org/cRnr7YrG/black#90,
01xzs,r5k1/2R3pp/p7/4Pp2/1P3P2/4P3/1P3P1r/R4K2 w - - 1 28,c7c6 h2h1 f1g2 h1a1,749,86,93,853,advantage endgame rookEndgame short skewer,https://lichess.org/WlCe8061#55,
01ydA,5rk1/7p/6P1/7p/p3Q3/PpPB4/1P6/1K3q2 w - - 1 45,d3f1 f8f1 e4e1 f1e1,653,99,100,34,endgame mate mateIn2 short,https://lichess.org/xFFFHkmY#89,
01yvN,5r1k/pQR4p/2p3p1/3p4/P3prK1/2N5/7P/8 w - - 4 34,g4g5 f8f5 g5h6 f4h4,721,235,54,6,endgame mate mateIn2 short,https://lichess.org/TtgFejaO#67,
01z3s,rb2k2r/1pqn2pp/2p1pn2/p2p2B1/1P1P4/2P2Q1P/P2NBPP1/R4RK1 w kq - 2 14,b4a5 c7h2,624,81,100,110,mate mateIn1 middlegame oneMove,https://lichess.org/wRFVrpDb#27,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
01zRG,r2r2k1/p1p2ppp/2p1p3/4Pb2/N2R4/1q5P/5BP1/3Q1RK1 b - - 0 22,f5c2 d4d8 a8d8 d1d8,652,110,91,428,backRankMate mate mateIn2 middlegame short,https://lichess.org/kOXTd0Lj/black#44,
01zUD,8/4r3/1p2P1p1/3P2PN/P2KP3/1P6/7p/5k2 b - - 1 53,h2h1q h5g3 f1e1 g3h1,761,81,76,174,crushing endgame fork master short,https://lichess.org/teYgNvBU/black#106,
01zWA,8/2r5/1b5k/1P1PpRq1/4Q2p/6pP/6P1/2r2B1K w - - 6 41,f5g5 c1f1,656,81,100,107,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/NOitNpvw#81,
0202T,2r3k1/5ppp/2rqp3/2p5/PpQP4/6P1/2R1PP1P/2R3K1 b - - 2 27,c5d4 c4c6 c8c6 c2c6 d6c6 c1c6,697,104,88,756,crushing endgame long,https://lichess.org/NSQedfY7/black#54,
020eQ,3qr1k1/3b1p2/2p1pPp1/2NpN1Pp/1P1P3n/8/3Q1P2/R5K1 w - - 0 25,e5d7 h4f3 g1g2 f3d2,748,85,81,120,crushing fork middlegame short,https://lichess.org/IUqGqiqh#49,
020iD,r2qkb1r/2p1pppp/p1n2nb1/1N2N3/B2P2P1/7P/PPP5/R1BQK2R b KQkq - 0 11,c6e5 b5c7,784,78,100,360,doubleCheck mate mateIn1 middlegame oneMove,https://lichess.org/nqfS2LfA/black#22,Blackmar-Diemer_Gambit_Accepted Blackmar-Diemer_Gambit_Accepted_Teichmann_Defense
0212o,r4rk1/2p2pp1/1p1p3p/pB1Pn3/P3P3/2P4q/1B1Q1PP1/R5K1 w - - 0 22,g2h3 e5f3 g1g2 f3d2,670,91,100,89,advantage fork middlegame short,https://lichess.org/z6sMyCBa#43,
021Lo,r2qk2r/pp2bppp/2n5/3Bp3/6b1/2P2N2/P4PPP/R1BQ1RK1 w kq - 1 13,d5f7 e8f7 f3g5 e7g5,779,91,89,304,crushing hangingPiece middlegame short,https://lichess.org/PXaz6KFQ#25,Sicilian_Defense Sicilian_Defense_Old_Sicilian
021YG,6k1/p4ppp/2Q5/8/2B5/2P5/PP2qbPP/R2r3K w - - 2 23,a1d1 e2d1 c4f1 d1f1,602,97,100,122,endgame mate mateIn2 short,https://lichess.org/c8RW1s5Z#45,
021cG,5rk1/2p2p2/ppB1p1p1/4n3/1PP3q1/P1Q4R/5PPP/3R2K1 w - - 1 27,c3e5 g4d1 e5e1 d1e1,659,100,82,405,endgame hangingPiece kingsideAttack mate mateIn2 short,https://lichess.org/EvKDthbj#53,
022wG,6Qk/pp2B1pp/1q1b4/2pP4/2P1r3/1P5P/P5P1/3R1RK1 b - - 0 28,h8g8 f1f8,741,111,55,69,endgame mate mateIn1 oneMove operaMate,https://lichess.org/fX3zO1IZ/black#56,
023wk,r1b1kb1r/pp2pppp/1qnp4/6B1/3NP1n1/2N5/PPP2PPP/R2QKB1R w KQkq - 6 8,d4b3 b6f2,779,90,95,282,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/n0dcS3Wl#15,Sicilian_Defense Sicilian_Defense_Classical_Variation
024fF,1k5r/ppp5/nr3pRp/4pB2/3pPP2/qP1P3P/2PQ1P2/1K4R1 b - - 0 23,a6b4 g6g8 h8g8 g1g8,758,99,96,2501,backRankMate mate mateIn2 middlegame short,https://lichess.org/4zumGLcG/black#46,
025AE,6N1/1R5p/3pk1p1/6n1/4P1P1/7P/7r/5K2 b - - 14 39,h2h3 b7e7,600,92,85,221,endgame mate mateIn1 oneMove,https://lichess.org/MBUMCyRW/black#78,
025Et,2r3k1/1Q3ppp/8/8/4B3/2q1P3/r3RPPP/4R1K1 w - - 0 24,e2a2 c3e1,660,90,87,510,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/icn5jsCi#47,
026P1,5k2/2p2pp1/3r3p/8/1P1N4/2P3P1/4KPP1/8 b - - 4 37,f8e7 d4f5 e7e6 f5d6,717,92,87,637,advantage endgame fork short,https://lichess.org/qvZCReCo/black#74,
026Uy,1r6/1P4R1/2P5/8/5k1p/7K/8/8 w - - 18 83,h3h4 b8h8 g7h7 h8h7,698,92,100,282,endgame mate mateIn2 rookEndgame short,https://lichess.org/8Lu9Xu3Z#165,
026vm,rnbq2kr/ppp1n3/3p3p/4P1p1/4Pp2/1QP5/PP4PP/RNB2RK1 b - - 1 11,g8h7 b3f7,766,77,100,297,epauletteMate mate mateIn1 oneMove opening,https://lichess.org/ok3jv9qy/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
027QL,r2q1rk1/5ppp/4pb2/p7/1p1PQ1P1/2PB3P/PP3P2/2KR3R b - - 1 18,b4c3 e4h7,708,80,100,222,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/1bwdWlx7/black#36,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack
029Eo,r1b1k2r/pp1p1ppp/1qn1pB2/8/4P3/5N2/PPPN1bPP/R2QKB1R w KQkq - 0 9,e1e2 b6e3,755,104,92,653,epauletteMate master mate mateIn1 oneMove opening,https://lichess.org/zzprANol#17,Torre_Attack Torre_Attack_Classical_Defense
029w3,r1b2rk1/pp3ppp/2p2q2/4n2Q/3NB3/1P2P1P1/P4P1P/R4RK1 b - - 3 16,c8g4 h5h7,734,83,87,44,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/pIbW2zea/black#32,Queens_Gambit_Declined Queens_Gambit_Declined_Albin_Countergambit
02AZ6,2r5/2r4k/p5q1/7p/3p3P/1p6/1P1Q4/K5R1 w - - 0 38,g1g6 c7c1 d2c1 c8c1,729,103,86,265,endgame master mate mateIn2 queenRookEndgame short,https://lichess.org/2qgOYIPO#75,
02Aed,r1bk1b1r/p1p3pp/2Qp4/6p1/3p1q2/P2B4/1P3PPP/R2KR3 b - - 0 17,a8b8 c6e8,769,89,86,87,mate mateIn1 middlegame oneMove,https://lichess.org/PG4kG2XD/black#34,Four_Knights_Game Four_Knights_Game_Scotch_Variation
02Bm1,3r4/p1p2pk1/1p3p1p/5P2/2N2bP1/1B5P/PPP5/1K3R2 w - - 4 26,f1f4 d8d1,639,93,78,513,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/SA0hgYvt#51,
02CZ4,r1bqkbnr/ppppp2p/2n3N1/7Q/4p3/8/PPPP1PPP/RNB1KB1R b KQkq - 0 5,h7g6 h5g6,720,89,38,86,mate mateIn1 oneMove opening,https://lichess.org/eCZPGQAX/black#10,Nimzowitsch_Defense Nimzowitsch_Defense_Colorado_Countergambit
02Cjp,3r2k1/pp3pp1/8/8/4bqnR/PB6/2P3PP/5Q1K w - - 0 31,f1f4 d8d1 f4f1 d1f1,648,79,100,319,endgame mate mateIn2 short,https://lichess.org/GVfHjfG8#61,
02Clu,8/1pN2pk1/p5p1/8/1b6/3n1Q2/PP3nPP/6RK w - - 1 30,f3f2 d3f2,764,135,67,94,endgame hangingPiece master mate mateIn1 oneMove smotheredMate,https://lichess.org/dzADrj7e#59,
02D9k,8/5p2/6p1/2k3P1/K1n4P/4N3/8/8 w - - 0 63,e3c4 c5c4 h4h5 g6h5,616,79,100,95,crushing endgame short,https://lichess.org/iZapHeY3#125,
02F4u,r2qkb1r/1pp2pp1/p2p3p/3Pp3/1P2Pn2/P2B4/1BPN1P1K/R2Q1Rn1 w kq - 0 15,f1g1 d8h4,606,100,96,250,mate mateIn1 middlegame oneMove,https://lichess.org/SuSuVWpx#29,Scotch_Game Scotch_Game_Other_variations
02FH7,5rk1/3p4/1pp2pP1/p2p2RQ/8/q5P1/7K/8 b - - 0 38,f6g5 h5h7,797,77,100,93,endgame mate mateIn1 oneMove,https://lichess.org/HFfiirmK/black#76,
02FJx,3r2k1/6pp/p3p3/4Np2/1p1QbP2/1P5P/P5PK/2R5 b - - 0 31,d8d4 c1c8 d4d8 c8d8,700,104,73,40,endgame mate mateIn2 short,https://lichess.org/6P11bkFh/black#62,
02GjU,r1b5/1p1p1Qkp/p1np1p1N/6q1/P2p4/3B4/1PP2PPP/R5K1 b - - 0 19,g7h6 f7h7,749,96,57,24,master masterVsMaster mate mateIn1 middlegame oneMove,https://lichess.org/RNko5VFC/black#38,
02HEw,3Q4/7k/6p1/P3BpP1/5P1p/4P2P/2r1K3/7q w - - 9 53,e2d3 h1d1,723,76,100,271,endgame master mate mateIn1 oneMove,https://lichess.org/wFvMzZ7y#105,
02HIO,r1b1k2r/pp3p2/1qp2p1p/3Pn3/N7/5P2/PPP2bPP/1R1QKBNR w Kkq - 3 12,e1e2 b6e3,708,103,93,432,mate mateIn1 middlegame oneMove,https://lichess.org/Nxoh4ha5#23,Richter-Veresov_Attack Richter-Veresov_Attack_Other_variations
02HQM,2kr4/1bq2pQ1/p3p3/2pp4/6R1/2P4r/P1P1BP1P/1R4K1 w - - 0 21,e2f1 c7h2,689,114,94,550,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/BVdQBuB7#41,
02IX7,2R5/8/3k2p1/5p1p/4b2P/1K4P1/8/8 w - - 1 50,c8g8 e4d5 b3c3 d5g8,663,118,95,749,crushing endgame fork master short,https://lichess.org/GKdqHfbY#99,
02J2r,5rk1/p1p1nNpp/1pb5/8/8/1B3P2/P5PP/3R2K1 b - - 0 20,f8f7 d1d8 c6e8 d8e8,609,85,100,257,endgame mate mateIn2 pin short,https://lichess.org/LRR55YGP/black#40,
02J8s,r4rBk/ppp2pp1/2nqp3/3p4/3P2b1/2P1PNP1/PPQn1PP1/R3K2R b KQ - 2 14,h8g8 c2h7,780,82,95,254,mate mateIn1 middlegame oneMove,https://lichess.org/srsBlabW/black#28,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
02KAh,r1bq1k1r/pppp2p1/2n2n1p/2b3BB/4P3/1Qp2N2/P4PPP/RN3RK1 b - - 1 11,h6g5 b3f7,672,99,96,728,mate mateIn1 oneMove opening,https://lichess.org/vlpnvsac/black#22,Italian_Game Italian_Game_Evans_Gambit
02KC6,6rk/1p4p1/p4pQ1/8/P4q2/2P3RP/6PK/8 b - - 2 41,g8d8 g6g7,755,82,81,91,endgame master mate mateIn1 oneMove,https://lichess.org/N81XMeIK/black#82,
02KUw,r1bqk2r/pp2bppp/2p5/3n1nNQ/2Bp4/2P5/PP3PPP/RNB1R1K1 b kq - 1 11,e8g8 h5h7,797,89,100,53,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/ZuNv1Fs6/black#22,Italian_Game Italian_Game_Two_Knights_Defense
02KZc,r7/5pk1/5q1n/1QPp4/pP1PpNp1/P3P1P1/5KP1/8 b - - 0 35,h6f5 f4h5 g7g6 h5f6,790,79,99,1234,advantage endgame fork short,https://lichess.org/aUHS17mJ/black#70,
02Km7,5rk1/6p1/8/1r6/4P1B1/5pKP/5P2/4R3 b - - 5 43,b5b3 g4e6 g8h7 e6b3,686,107,95,1367,crushing endgame fork short,https://lichess.org/COHwfINT/black#86,
02LWp,rr6/Q4Rp1/k3p2q/2Bp4/P6p/7P/2P3P1/6K1 b - - 0 27,a8a7 f7a7,640,87,99,1162,endgame mate mateIn1 oneMove operaMate,https://lichess.org/oh0XKotT/black#54,
02Li0,r4rk1/ppp2pb1/6p1/4N1qp/2BB1n2/2P2b1P/PP3P1K/R2QR3 w - - 0 18,e5f3 g5g2,739,96,100,65,mate mateIn1 middlegame oneMove,https://lichess.org/h5GKn8g9#35,Scandinavian_Defense Scandinavian_Defense_Marshall_Variation
02MUO,3qrQ1k/pb5p/2n3pP/3pP3/2pP4/2N5/PPP2R2/2K2R2 b - - 9 29,e8f8 f2f8 d8f8 f1f8,600,106,44,180,fork mate mateIn2 middlegame short,https://lichess.org/McO5BBwQ/black#58,
02MZT,7k/1p5p/p6r/8/1P6/P2P1Pq1/3PR1RP/7K b - - 1 32,g3f3 e2e8 f3f8 e8f8,660,105,70,309,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/NoAxwk29/black#64,
02MgK,2r3k1/q5pp/4Qp2/8/1Ppb4/5PPP/7K/4BB2 b - - 0 39,g8h8 e6c8,777,78,100,311,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/gyDXOBbe/black#78,
